adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,softcore,name,vote_average,vote_count
False,/iq4BjyVsDxzg24XnjoGP0Xi2Tz5.jpg,"[9648, 18, 80]",4177,['US'],en,Perry Mason,The cases of master criminal defense attorney Perry Mason and his staff who handled the most difficult of cases in the aid of the innocent.,80.5643,/sK6JvgNFP1ClT4aF4nPAZiDpAdk.jpg,1957-09-21,False,Perry Mason,7.7,136
False,/4jrSbRpLqpvYJtLKncaxZVC47EW.jpg,"[80, 18]",60622,['US'],en,Fargo,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",74.0464,/a3VW6khsyUVKrG0GBCWFG3NzWPX.jpg,2014-04-15,False,Fargo,8.29,3282
False,/ueZFcwAUvkjyAB9beaiqJyg0M8H.jpg,"[35, 18, 9648, 10765]",1981,['US'],en,Charmed,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",74.8163,/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg,1998-10-07,False,Charmed,8.166,2524
False,/dVpAGo3TT2IjDyRuKwhNfe9E1A5.jpg,"[80, 18, 9648, 10765]",36,['US'],en,Medium,Allison Dubois works in the District Attorney’s office using her natural intuition about people and her ability to communicate with the dead to help to solve crimes. Her dreams often give her clues to the whereabouts of missing people.,100.76,/6tOxspW2MbbAQ0s3jtfs8QATcx.jpg,2005-01-03,False,Medium,7.457,574
False,/dAepkmD4vdfhS82r2OIqF1nwGR5.jpg,"[10759, 18, 80, 9648]",17610,['US'],en,NCIS: Los Angeles,"The exploits of the Los Angeles–based Office of Special Projects (OSP), an elite division of the Naval Criminal Investigative Service that specializes in undercover assignments.",67.8601,/TIIgcznwNfNr3KOZvxn26eKV99.jpg,2009-09-22,False,NCIS: Los Angeles,7.5,1241
False,/xtCzLQOocIajjQ5Mhwp834BQhVX.jpg,"[80, 10759, 18]",74823,['TR'],tr,Çukur,"When a mafia family named Koçovars are in danger of losing control of their neighborhood, “The Pit,” their youngest son must come back home, a place he could never truly escape.",79.3128,/fBXDSBDw5Zug6E2xTB265LzYVKz.jpg,2017-10-23,False,The Pit,7.6,86
False,/bk7QdAIUqkGpZO5GUX4AMB2AZIB.jpg,[10767],82873,['US'],en,The Kelly Clarkson Show,"Kelly Clarkson presents the biggest newsmakers and names in film, television and music; as well as emerging new talent and everyday people who are beacons of hope in their communities.",65.4697,/sBix25bie9UQFzbarN51DpFO5ky.jpg,2019-09-09,False,The Kelly Clarkson Show,6.4,70
False,/z0YhJvomqedHF85bplUJEotkN5l.jpg,"[16, 10759, 10765]",31910,['JP'],ja,ナルト 疾風伝,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",65.3072,/kV27j3Nz4d5z8u6mN3EJw9RiLg2.jpg,2007-02-15,False,Naruto Shippūden,8.533,8671
False,/n4B2dVVScH4L4Scvy7mTboYcfGQ.jpg,"[80, 9648, 18]",296285,['ES'],es,Oasis,"Oasis is the most luxurious holiday resort in the country — a paradise reserved for the wealthiest families, featuring private beaches, VIP facilities, and impenetrable security. The perfect place to spend the best summer of your life. But everything falls apart when the police storm the resort to investigate a mysterious disappearance. In such an exclusive place, everyone is a suspect — and no one can leave until the culprit is found.",74.5581,/vWBtcjETIUd45OoIULEqc6qZxM7.jpg,2026-06-19,False,Oasis,6.857,14
False,/n4B2dVVScH4L4Scvy7mTboYcfGQ.jpg,"[80, 9648, 18]",296285,['ES'],es,Oasis,"Oasis is the most luxurious holiday resort in the country — a paradise reserved for the wealthiest families, featuring private beaches, VIP facilities, and impenetrable security. The perfect place to spend the best summer of your life. But everything falls apart when the police storm the resort to investigate a mysterious disappearance. In such an exclusive place, everyone is a suspect — and no one can leave until the culprit is found.",74.5581,/vWBtcjETIUd45OoIULEqc6qZxM7.jpg,2026-06-19,False,Oasis,6.857,14
False,/iWoAhgDXpMKXtbYKg0JFbr1RQKi.jpg,"[18, 35]",75266,['IN'],hi,Nimki Mukhiya,"Nimki is a fun-loving, carefree, opinionated woman who loves watching Bollywood movies. In a turn of events, she becomes her village's first female mukhiya.",56.993,/myL5jbAW0NHRRdbwuoyLg8A4wpo.jpg,2017-08-28,False,Nimki Mukhiya,0.0,0
False,/yYpQV25I7XB6S0POJOScPjxYWV5.jpg,"[16, 10759, 10765]",60572,['JP'],ja,ポケットモンスター,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.",73.5449,/lP4zwr0F7hWTbAFltfoFTc2AxRG.jpg,1997-04-01,False,Pokémon,7.988,2197
False,/bhF63Jd90gRYyTHd4y5GCGA2vX6.jpg,"[16, 35, 10759, 10765]",31132,['US'],en,Regular Show,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,81.5726,/mS5SLxMYcKfUxA0utBSR5MOAWWr.jpg,2010-09-06,False,Regular Show,8.635,2259
False,/ka4rcpCCBPAATLdQEn57qZQT8e4.jpg,"[18, 80, 9648]",40663,['JP'],ja,相棒,"Detective Ukyo Sugishita confronts crime on the basis of his own convictions. He has a partner that works for him in the Special Task Unit. For the first 7 seasons, Ukyo’s first partner is Kaoru Kameyama. He is a good-natured, hot-tempered, straightforward and somewhat scattered detective. Beginning in Season 8, Takeru Kanbe replaces Kameyama. Contrary to his predecessor, Takeru is a lanky, cool, conceited and confident detective. From Season 11 to Season 13, Ukyo’s partner is a young detective Toru Kai. Toru is a son of Deputy Director-General of The National Police Agency. But he became a detective by his own effort. And starting with Season 14, Ukyo’s current partner is Wataru Kaburagi, an elite bureaucrat who came to the Metropolitan Police Department on temporary assignment. As the first partner without any career of a police officer, he will face challenging cases together with Ukyo.",61.8591,/8u8rCCeuBufMQ1VlGX0lruhDaPR.jpg,2002-10-09,False,AIBOU: Tokyo Detective Duo,7.545,22
False,/fnyS6gOv9tTjhHPl4A1aKEDgWEG.jpg,"[16, 10762]",12225,['GB'],en,Peppa Pig,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",75.0461,/iwKVo3HlsyVNXCzFEkd0xHz3kGi.jpg,2004-05-31,False,Peppa Pig,6.6,749
False,/9itOpkXcVrJDlGvRDMaLjUdTwrs.jpg,"[18, 9648]",219971,['US'],en,The Agency,"Covert CIA agent Martian is ordered to abandon his undercover life and return to London Station. When the love he left behind unexpectedly reappears, their romance reignites, pitting his career, his real identity and his mission against his heart while hurling them both into a deadly game of international intrigue and espionage.",75.4617,/fDZgOeTiplrl0skvK6IIyejHLQF.jpg,2024-12-01,False,The Agency,7.093,227
False,/gffVOVZ2Y9cmVIZ26Gt9ByMGCYH.jpg,"[16, 18, 9648]",220542,['JP'],ja,薬屋のひとりごと,"Maomao lived a peaceful life with her apothecary father. Until one day, she's sold as a lowly servant to the emperor's palace. But she wasn't meant for a compliant life among royalty. So when imperial heirs fall ill, she decides to step in and find a cure! This catches the eye of Jinshi, a handsome palace official who promotes her. Now, she's making a name for herself solving medical mysteries!",60.5188,/e3ojpANrFnmJCyeBNTinYwyBCIN.jpg,2023-10-22,False,The Apothecary Diaries,8.6,581
False,/a4doyPOabvQor0RGkWdhVENAR3G.jpg,"[18, 9648, 10765]",1413,['US'],en,American Horror Story,"An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",71.6387,/x2c3AvZeTyNehRZXabTojAxfDuR.jpg,2011-10-05,False,American Horror Story,8.079,6069
False,/2UG177tWHy7xRmMKWJHB7nAUmKd.jpg,"[16, 10759, 10765, 18]",31911,['JP'],ja,鋼の錬金術師 FULLMETAL ALCHEMIST,"Disregard for alchemy’s laws ripped half of Edward Elric’s limbs from his body and left his brother Alphonse’s soul clinging to a suit of armor. To restore what was lost, the brothers seek the Philosopher’s Stone. Enemies and allies – the corrupt military, the Homunculi, and foreign alchemists – will alter the Elric brothers course, but their purpose will remain unchanged and their bond unbreakable.",61.8647,/5ZFUEOULaVml7pQuXxhpR2SmVUw.jpg,2009-04-05,False,Fullmetal Alchemist: Brotherhood,8.71,2480
False,/6t2FvBr9DS8MOq0m5FAwPBCdAW5.jpg,"[18, 9648, 80]",220102,['US'],en,Spider-Noir,"Ben Reilly, an aging and down on his luck private investigator in 1930s New York, is forced to grapple with his past life as the city's one and only superhero.",72.174,/oD8WSVqz84ZRfelkr7JPeJwR9Iv.jpg,2026-05-25,False,Spider-Noir,8.514,610
False,/6T19aRp9zLMghZo1dTEwoNyreNZ.jpg,"[16, 18, 9648, 80]",30981,['JP'],ja,MONSTER,"Kenzou Tenma, a Japanese brain surgeon in Germany, finds his life in utter turmoil after getting involved with a psychopath that was once a former patient.",53.6854,/n5XNKXnoXpoXyfiCtXHOf8q8PFM.jpg,2004-04-07,False,Monster,8.5,787
False,/3qS74RxSO4K9TaxSSHPHc1vCGFW.jpg,"[10764, 35]",262838,['IN'],hi,India's Got Latent,"Samay Raina and the guest judges hilariously critique the untapped, undeniably entertaining ""latent"" talents of aspiring performers, testing their self-awareness with a unique scoring system.",74.893,/8jcdd5HqW4nhF2upVGFS0KJ6hdY.jpg,2024-06-14,False,India's Got Latent,8.75,8
False,/vqm22ecqtzy5Olr74mkUV5lWa9g.jpg,"[99, 18, 80]",90,['CA'],en,Mayday,"Major real-life air disasters are depicted in this series. Each episode features a detailed dramatized reconstruction of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts.",66.0951,/2uuVIAb4MtPmMNTpOyID5V8DzrU.jpg,2003-09-03,False,Mayday,8.2,286
False,/njEGYHyq58q94ZPJlSGs6bGrepv.jpg,"[35, 10767]",4419,['US'],en,Real Time with Bill Maher,"Each week Bill Maher surrounds himself with a panel of guests which include politicians, actors, comedians, musicians and the like to discuss what's going on in the world.",83.4877,/pbpoLLp4kvnYVfnEGiEhagpJuVZ.jpg,2003-02-21,False,Real Time with Bill Maher,6.064,241
False,/AgTy5IsOv1FAx02gunir8ZSiUxG.jpg,[16],81044,['JP'],ja,じょしおちっ！～2階から女の子が・・・降ってきた！？～,"Sousuke Aikawa is a part-time worker who lives in a rundown apartment building where his only consolation is that the landlord is a beautiful woman and the girl who lives above him is cute.

One day though, the ceiling above him creaks and... Bang! In from the second floor, directly above him, the cute girl comes crashing down on him…!?

In an erotic encounter that can only be classified as a miracle, hearts and bodies are connected by chance. Then for some reason, he starts to live with both of these beautiful women!? Under this one roof, just what exactly will become of this crowded love triangle...!?",69.6305,/7x8x6dl4leOSw6KGUcOrQew7Eua.jpg,2018-07-02,False,Joshiochi! 2-kai kara Onnanoko ga... Futtekita!?,7.3,26
False,/mcgZDwhMlrFsfpbvCeg5RY5mhiu.jpg,"[80, 18]",1409,['US'],en,Sons of Anarchy,"The Sons of Anarchy (SOA) are an outlaw motorcycle club with many charters in the United States and overseas. The show focused on the original and founding charter, Sons of Anarchy Motorcycle Club, Redwood Original, often referred to by the acronym SAMCRO, Sam Crow, or simply Redwood Charter. The charter operates both legal and illegal businesses in the small town of Charming, California. They combine gun-running and a garage, and involvement in porn film industry. Clay, the charter president, likes it old school and violent; while Jax, his stepson and the club's VP, has thoughts about changing the way things are done. Their conflict has effects on both the club and their personal relationship, especially when Jax goes on a personal quest to cleanse the SAMCRO name and image.",69.1348,/kiy8BHtIHAslh81rvFcZ4wbNGdY.jpg,2008-09-03,False,Sons of Anarchy,8.414,3278
False,/4CSdS9p0AhLhxCo1hGuQINiE2Sa.jpg,"[16, 35, 10751]",2122,['US'],en,King of the Hill,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",76.3554,/e2xyMapmYgv4AuSoSDv9Y4pQlD6.jpg,1997-01-12,False,King of the Hill,7.403,671
False,/hTnMOqUxYWSXqggzlY13NATnuTv.jpg,"[18, 10765, 10759]",62688,['US'],en,Supergirl,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",77.555,/cFO65xb0xiXKqk5BmgHawCXB1i0.jpg,2015-10-26,False,Supergirl,7.278,4394
False,/eDNSgT1xPMKYcEzJ5GG0PCE3NcN.jpg,[18],269,['US'],en,One Tree Hill,"In Tree Hill, North Carolina two half brothers share a last name and nothing else. Brooding, blue-collar Lucas is a talented street-side basketball player, but his skills are appreciated only by his friends at the river court. Popular, affluent Nathan basks in the hero-worship of the town, as the star of his high school team. And both boys are the son of former college ball player Dan Scott whose long ago choice to abandon Lucas and his mother Karen, will haunt him long into his life with wife Deb and their son Nathan.",72.9037,/sOrelBaAhp7DZbPTivDwKEyPslC.jpg,2003-09-23,False,One Tree Hill,7.815,596
False,/sih377ne4tNY0MLSvNuHBfxeVKg.jpg,[10764],112732,['CN'],zh,哈哈哈哈哈,Road-type outdoor reality show. The five-kazakhstan tour group takes time out of the busy and trivial daily life to embark on a journey from east to west across China.,67.723,/wynP4QFfZNYHW0ETAbKVY9UjSbF.jpg,2020-11-06,False,HaHaHaHaHa,7.0,7
False,/n5WBNNq1qdgnI0XULBH0XnCVaOc.jpg,"[80, 10759]",311858,['GB'],en,Prisoner,"A young and ambitious prison officer finds herself in the middle of a battle for the criminal underworld as crime lords try to evade justice. But in order to do that, she will have to learn quickly to put her faith in one of the very men she wants to put behind bars.",80.2029,/zDjl6FOCuCy8gyug54VDlLgxa1l.jpg,2026-04-30,False,Prisoner,5.4,21
False,,[18],233756,['JP'],ja,悪魔のKISS,"Three childhood friends from a small town arrive in Tokyo, only to be consumed by ""devilish"" obsessions, from desire and debt to prostitution, drugs, sexual violence, and manipulative cults, pushing their dreams and friendship to the breaking point.",65.8536,/abrYuDkjVct508o1xcwGtLh8w0O.jpg,1993-07-07,False,Devil's Kiss,0.0,0
False,/9AeiA1XtP5sel2tAf9LaGeUjhDb.jpg,"[35, 80]",48891,['US'],en,Brooklyn Nine-Nine,"A single-camera ensemble comedy following the lives of an eclectic group of detectives in a New York precinct, including one slacker who is forced to shape up when he gets a new boss.",63.028,/A3SymGlOHefSKbz1bCOz56moupS.jpg,2013-09-17,False,Brooklyn Nine-Nine,8.212,3994
False,/qmliLoo6GVheM2FihatlAXxCKyF.jpg,"[10765, 10759, 18, 9648]",655,['US'],en,Star Trek: The Next Generation,"Follow the intergalactic adventures of Capt. Jean-Luc Picard and his loyal crew aboard the all-new USS Enterprise NCC-1701D, as they explore new worlds.",66.9927,/vkLzXddgUKH5VcpnYiRzpJFrZhz.jpg,1987-09-28,False,Star Trek: The Next Generation,8.372,1771
False,/iWopHyAvuIDjGX10Yc3nn6UEebW.jpg,"[18, 10765, 10759]",1403,['US'],en,Marvel's Agents of S.H.I.E.L.D.,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.",66.339,/gHUCCMy1vvj58tzE3dZqeC9SXus.jpg,2013-09-24,False,Marvel's Agents of S.H.I.E.L.D.,7.479,3810
False,/uV1nCntdsTVhw7bDrd85qtiqdY9.jpg,[16],100937,['JP'],ja,俺の指で乱れろ。～閉店後二人きりのサロンで...～,"Fumi works as an assistant at a popular salon in the city and is aiming to become a hairdresser. She receives strict guidance from Sousuke, the salon's charismatic hairdresser and manager. Every time he touches Fumi, she becomes agitated. One day after the salon closed, Fumi stands in as Sousuke's practice partner at the shampoo station. As he touches her and sprinkles her with water, she becomes angry again! Or so the thought...could she actually be attracted to him? Sousuke flashes an evil smile as he senses Fumi's heart, and his fingertips start to stroke every corner of her body...Fumi cannot refuse his fingers anymore.",90.6147,/hlk5xhZw5uSBJvpJD3xbX2k6BhA.jpg,2020-04-06,False,Crazy Over His Fingers: Just the Two of Us in a Salon After Closing,6.4,19
False,/x2jNLrYw1s9i6kihEJqsBQgs9nR.jpg,[18],62650,['US'],en,Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",64.592,/9eym662FRJJb9wdgCiDKPDciZzf.jpg,2015-11-17,False,Chicago Med,8.3,1254
False,/ydf1CeiBLfdxiyNTpskM0802TKl.jpg,"[16, 10765, 10759]",12971,['JP'],ja,ドラゴンボールゼット,"Now happily married and with a son, martial arts champion Goku must defend Earth from a series of extraterrestrial invaders bent on destruction.",68.9668,/yfyToia25GnvjY7FPAGaCm3lKRc.jpg,1989-04-26,False,Dragon Ball Z,8.369,4898
False,/8U2ndZrneigI2zkvGuTJtt1ZsxK.jpg,"[35, 18]",4586,['US'],en,Gilmore Girls,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",64.9079,/gwtzCwU2wdLLf8oejQu2TINiWfQ.jpg,2000-10-05,False,Gilmore Girls,7.89,1257
False,/5UNcEz7Lc3OGilpPn1Tb9cd1xsc.jpg,"[35, 10767]",1220,['GB'],en,The Graham Norton Show,Each week celebrity guests join Irish comedian Graham Norton to discuss what's being going on around the world that week. The guests poke fun and share their opinions on the main news stories. Graham is often joined by a band or artist to play the show out.,60.1999,/vrbqaBXB8AALynQzpWz6JdCPEJS.jpg,2007-02-22,False,The Graham Norton Show,7.214,280
False,/c2sl2dLlyFFeb18pJtOpBD8cidr.jpg,"[16, 18, 9648]",72517,['JP'],ja,ようこそ実力至上主義の教室へ,"Kiyotaka Ayanokouji enrolls at the prestigious Tokyo Koudo Ikusei Academy, but is assigned to Class 1-D, where students with behavioral problems are housed. The school awards points equivalent to 100,000 yen per month and allows unusual freedom in classes, masking a more complex system.",59.0371,/8BtSk9DGIlS24otIB3qCagVCI6W.jpg,2017-07-12,False,Classroom of the Elite,8.425,822
False,/8ZerYKvIaNUJZvAHXYTQu4qTwFw.jpg,"[10765, 10759, 18, 80]",48866,['US'],en,The 100,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",65.7947,/wcaDIAG1QdXQLRaj4vC1EFdBT2.jpg,2014-03-19,False,The 100,7.9,8660
False,/2meX1nMdScFOoV4370rqHWKmXhY.jpg,"[10759, 9648, 18]",93405,['KR'],ko,오징어 게임,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",61.4403,/1QdXdRYfktUSONkl1oD5gc6Be0s.jpg,2021-09-17,False,Squid Game,7.856,17487
False,/sSAX59Kf01lBRkBW4UcIL4kIoIm.jpg,"[35, 10763]",1667,['US'],en,Saturday Night Live,"A late-night live television sketch comedy and variety show created by Lorne Michaels. The show's comedy sketches, which parody contemporary culture and politics, are performed by a large and varying cast of repertory and newer cast members. Each episode is hosted by a celebrity guest, who usually delivers an opening monologue and performs in sketches with the cast, and features performances by a musical guest.",61.796,/s1cZBqbMwAF3w8S3Yo0j5nr2Yuo.jpg,1975-10-11,False,Saturday Night Live,6.917,504
False,/5C5cMYUlmX6BU5YxBqhp7ZpSd3Q.jpg,"[18, 80]",211288,['US'],en,Tracker,"Lone-wolf survivalist Colter Shaw roams the country as a “reward seeker,” using his expert tracking skills to help private citizens and law enforcement solve all manner of mysteries while contending with his own fractured family.",74.9593,/otula4h1ITZ0eV84eg7Lb8u614C.jpg,2024-02-11,False,Tracker,7.543,288
False,/kGxPVyra9Lvf5tPmTXnMEBpwOip.jpg,"[18, 10766]",45789,['DE'],de,Sturm der Liebe,"These are the stories of relationships taking place in the fictional five-star hotel Fürstenhof, located in Feldkirchen-Westerham near Rosenheim with the plot revolving around members of the family room area, the hotel owners, and employees.",65.2456,/jfFNydakwvbeACEwSd2Gh8UWtba.jpg,2005-09-26,False,Storm of Love,6.0,39
False,/6umsRLI7t0ydFwCl0JNEIO0q2LH.jpg,[18],91239,['US'],en,Bridgerton,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",71.2259,/uXTg565ahu9RwonCX1V2Hex1NU6.jpg,2020-12-25,False,Bridgerton,8.062,3329
False,/1F2RnXLc0fmRt7iWfBK4mNVsjno.jpg,"[10765, 18, 35]",34524,['US'],en,Teen Wolf,"Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",68.2428,/8Ij1O2nU8exLgwPXU8Eo6PZdCDC.jpg,2011-06-05,False,Teen Wolf,8.449,4724
False,/h6qWlFERbEgvppyAsiPWqcYG0LR.jpg,"[10759, 35, 80]",1516,['US'],en,The A-Team,"A fictional group of ex-United States Army Special Forces personnel work as soldiers of fortune while on the run from the Army after being branded as war criminals for a ""crime they didn't commit.""",68.9496,/p2qWJJ7Wyaq2xvgIHuBw4zVNBij.jpg,1983-01-23,False,The A-Team,7.492,1071
